序号,关系样本ID,事件样本ID,查询ID,公司,证券代码,行业,检索截止时间,查询假设,候选公告标题,候选原文链接,相关性等级,关系路径可成立,关键证据原文,判断理由,置信度,数据问题,标注人ID,标注时间,gold_source,gold_version
167,G3-R-E035-H2,G3-E035,600276-H2,恒瑞医药,600276,医药,2024-05-22T00:00:00+08:00,创新药占比提升支撑高毛利率，集采降价不导致盈利持续恶化,恒瑞医药关于获得药品注册证书的公告,http://static.cninfo.com.cn/finalpage/2024-05-22/1220121916.PDF,2-间接相关,是,"第1页：证券代码：600276 证券简称：恒瑞医药 公告编号：临2024-065 江苏恒瑞医药股份有限公司 关于获得药品注册证书的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、 误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 近日，江苏恒瑞医药股份有限公司（以下简称“公司”）收到国家药品监督 管理局（以下简称“国家药监局”）核准签发氟唑帕利胶囊的《药品注册证书》， 批准公司研发的1 类新药、PARP 抑制剂氟唑帕利胶囊新适应症上市,这是氟唑帕 利获批上市的第 3 个适应症，现将相关情况公告如下： 一、 药品的基本情况 药品名称：氟唑帕利胶囊 剂型：胶囊剂 规…",新适应症获批上市可经销售放量和创新药产品结构提升影响毛利率，存在清晰一层商业化路径，但公告未直接披露销售占比或毛利率。,4,无,ADJ-CODEX-FIN-01,2026-08-26T16:23:44+08:00,adjudicated,final-gold-v3-20260826
168,G3-R-E004-H2,G3-E004,603986-H2,兆易创新,603986,芯片半导体,2026-07-30T00:00:00+08:00,毛利率随产品结构改善回升，不因存储价格波动持续走低,兆易创新股东增持股份计划公告,http://static.cninfo.com.cn/finalpage/2026-07-30/1225447344.PDF,0-无关,否,第1页：重要内容提示：  增持主体的基本情况：本次增持主体为兆易创新科技集团股份有限公司（以 下简称“公司”）控股股东、实际控制人朱一明先生。,公告仅涉及治理、证券或其他流程事项，未提供回答该查询假设的有效业务证据。,5,无,A,20260826T141039+08:00,A/B-agreed,final-gold-v3-20260826
169,G3-R-E049-H2,G3-E049,002594-H2,比亚迪,002594,新能源汽车,2024-03-02T00:00:00+08:00,规模效应与垂直一体化维持毛利率，价格战不导致盈利持续恶化,关于持股5%以上股东部分股份质押的公告,http://static.cninfo.com.cn/finalpage/2024-03-02/1219219982.PDF,0-无关,否,第1页：证券代码：002594 证券简称：比亚迪 公告编号：2024-016 比亚迪股份有限公司 关于持股5%以上股东部分股份质押的公告 本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚假 记载、误导性陈述或重大遗漏。 比亚迪股份有限公司（以下简称“本公司”或“公司”）于近日收到公司持 股5%以上的股东融捷投资控股集团有限公司（以下简称“融捷投资控股”）的通 知，获悉其将所持有本公司的部分股份办理质押手续。本次股份质押的具体情况 如下： 一、股东部分股份质押的基本情况 股东 名称 是否为 控股股 东或第 一大股 东及其 一致行 动人 本次质押股份 数量（股） 占其所 持股份 比例 占公,公告仅涉及治理、证券或其他流程事项，未提供回答该查询假设的有效业务证据。,5,无,A,20260826T141039+08:00,A/B-agreed,final-gold-v3-20260826
170,G3-R-E051-H2,G3-E051,688981-H2,中芯国际,688981,芯片半导体,2026-05-13T00:00:00+08:00,毛利率随产能利用率回升，折旧压力不导致盈利持续恶化,中芯国际集成电路制造有限公司关于发行股份购买资产暨关联交易报告书修订说明的公告,http://static.cninfo.com.cn/finalpage/2026-05-13/1225300706.PDF,1-弱相关,是,第1页：或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 中芯国际集成电路制造有限公司（以下简称“公司”）拟向国家集成电路产 业投资基金股份有限公司、北京集成电路制造和装备股权投资中心（有限合伙）、 北京亦庄国际投资发展有限公司、中关村发展集团股份有限公司及北京工业发展 投资管理有限公司发行股份购买其所合计持有的中芯北方集成电路制造（北京） 有限公司 49%的股权（以下简称“本次交易”）。 上海证券交易所并购重组审核委员会（以下简称“上交所重组委”）于 2026 年 5 月 11 日召开 2026 年第 5 次并购重组审核委员会审议会议，对公司本次交易 的申请进行了审议。根据上交所重组委…,制造资产收购未来可能影响合并折旧、产能利用和盈利，但当前仅为审核与修订阶段，未披露毛利率或盈利影响，故仅弱相关。,4,无,ADJ-CODEX-FIN-01,2026-08-26T16:23:44+08:00,adjudicated,final-gold-v3-20260826
171,G3-R-E017-H1,G3-E017,002371-H1,北方华创,002371,芯片半导体,2024-04-30T00:00:00+08:00,半导体设备订单随晶圆厂扩产与国产化率提升保持增长,关于公司2024年度日常关联交易预计的公告,http://static.cninfo.com.cn/finalpage/2024-04-30/1219908871.PDF,2-间接相关,是,第4页：2．采购/提供燃料和动力：公司向关联企业采购/提供燃料和动力（水、电、 暖气等） ，根据国家物价管理部门规定的价格定价，若无国家物价管理部门规定 的价格，则为当地的可比市场价格或协议定价。 3．采购/销售产品：北京电控及其下属子公司为公司的上、下游配套企业， 且与公司已具有多年的业务配套供应与采购交易关系，与其发生的销售商品与 采购原材料交易属于公司的日常业务活动， 该等交易是以市场交易价格为基础， 各方平等协商确定，定价依据合理，相关交易公平、公正，符合公司整体利益。 四、关联交易目的和对上市公司的影响 公司与上述关联方的日常关联交易是公司业务发展及生产经营的需要，对 于公司的生产经营是必要…,候选公告通过一层清晰业务因果链影响查询假设，可进入证据链但不是直接测量。,4,无,A,20260826T141039+08:00,A/B-agreed,final-gold-v3-20260826
172,G3-R-E120-H2,G3-E120,09868-H2,小鹏汽车,09868,新能源汽车,2024-04-17T17:18:27+08:00,毛利率随规模与技术服务收入改善，不回落到历史低位,自愿公告 与大众汽车集团签订电子电气架构技术战略合作框架协议,http://static.cninfo.com.cn/finalpage/2024-04-17/1219647424.PDF,2-间接相关,是,第1页：性或完整性亦 不發表聲明，並明確表示概不會就本公告全部或任何部分內容而產生或因依賴該等內容而引致之任何損失 承擔任何責任。 自願公告 與大眾汽車集團簽訂電子電氣架構技術戰略合作框架協議 茲提述XPeng Inc. （「本公司」或「小鵬汽車」）日期為2023年7月26日及2023年12月6 日有關大眾收購小鵬汽車 4.99%股份及雙方達成戰略技術合作框架協議的相關公告 （「該等公告」）。小鵬汽車與大眾汽車集團共同宣佈，小鵬汽車與大眾汽車集團簽 訂電子電氣架構（「電子電氣架構」）技術戰略合作框架協議。除另有界定者外，本 公告所用詞彙與該等公告所界定者具有相同涵義。 小鵬汽車自主研發的行業領先的電子…,候选公告通过一层清晰业务因果链影响查询假设，可进入证据链但不是直接测量。,4,无,A,20260826T141039+08:00,A/B-agreed,final-gold-v3-20260826
173,G3-R-E010-H3,G3-E010,603986-H3,兆易创新,603986,芯片半导体,2026-01-23T00:00:00+08:00,新品研发与产能储备按计划推进，不出现存货大额跌价,中国国际金融股份有限公司关于兆易创新科技集团股份有限公司使用A股部分募集资金向全资子公司及全资孙公司增资以实施DRAM募投项目的核查意见,http://static.cninfo.com.cn/finalpage/2026-01-23/1224946581.PDF,3-直接相关,是,第1页：1 中国国际金融股份有限公司 关于兆易创新科技集团股份有限公司 使用 A 股部分募集资金向全资子公司及全资孙公司增资 以实施 DRAM 募投项目的核查意见 中国国际金融股份有限公司（以下简称“中金公司”或“保荐机构”）作为兆易创新科 技集团股份有限公司（以下简称“兆易创新”或“公司”）2020 年非公开发行股票的保荐机 构，根据《证券发行上市保荐业务管理办法》 《上市公司募集资金监管规则》 《上海证券 交易所股票上市规则》 《上海证券交易所上市公司自律监管指引第1 号——规范运作》 等有关规定，对兆易创新使用 A 股部分募集资金向全资子公司及全资孙公司增资以实 施 DRAM 募投项目的事项进行…,候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,5,无,A,20260826T141039+08:00,A/B-agreed,final-gold-v3-20260826
174,G3-R-E045-H1,G3-E045,600276-H1,恒瑞医药,600276,医药,2026-01-08T00:00:00+08:00,创新药放量与授权合作收入接续仿制药集采下滑，研发管线持续推进,恒瑞医药关于获得药品注册批准的公告,http://static.cninfo.com.cn/finalpage/2026-01-08/1224923160.PDF,3-直接相关,是,第1页：证券代码：600276 证券简称：恒瑞医药 公告编号：临 2026-004 江苏恒瑞医药股份有限公司 关于获得药品注册批准的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈述 或者重大遗漏，并对其内容的真实性、准确性和完整性承担法律责任。 近日，江苏恒瑞医药股份有限公司（以下简称“公司”）子公司苏州盛迪亚 生物医药有限公司收到国家药品监督管理局（以下简称“国家药监局”）的通知， 批准公司自主研发的 1 类创新药瑞拉芙普α注射液上市。现将相关情况公告如下： 一、药品的基本情况 药品名称：瑞拉芙普α注射液 剂型：注射剂 规格：300mg（6ml）/瓶 注册分类：治疗用生物制品…,自主研发1类创新药获批上市，直接证明研发管线推进并进入商业化阶段，直接回答H1中的管线持续推进。,4,无,ADJ-CODEX-FIN-01,2026-08-26T16:23:44+08:00,adjudicated,final-gold-v3-20260826
175,G3-R-E067-H2,G3-E067,002371-H2,北方华创,002371,芯片半导体,2026-06-23T00:00:00+08:00,规模效应与国产化推进支撑毛利率，不因竞争加剧显著下滑,关于放弃参股公司增资优先认购权暨关联交易的公告,http://static.cninfo.com.cn/finalpage/2026-06-23/1225381704.PDF,0-无关,否,第1页：证券代码：002371 证券简称：北方华创 公告编号：2026-033 北方华创科技集团股份有限公司 关于放弃参股公司增资优先认购权暨关联交易的公告 本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚 假记载、误导性陈述或者重大遗漏。 北方华创科技集团股份有限公司（以下简称“北方华创”或“公司”）于 2026 年 6 月 22 日召开第九届董事会第二次会议，审议通过了《关于放弃参股公 司增资优先认购权暨关联交易的议案》，关联董事李瑞先生已对该议案回避表决， 该议案已经公司独立董事专门会议审议通过。 本次关联交易不构成《上市公司重大资产重组管理办法》规定的重大资产重 组，根据《公司,公告仅涉及治理、证券或其他流程事项，未提供回答该查询假设的有效业务证据。,5,无,A,20260826T141039+08:00,A/B-agreed,final-gold-v3-20260826
176,G3-R-E034-H3,G3-E034,603986-H3,兆易创新,603986,芯片半导体,2024-08-21T00:00:00+08:00,新品研发与产能储备按计划推进，不出现存货大额跌价,兆易创新2024年半年度募集资金存放与实际使用情况专项报告,http://static.cninfo.com.cn/finalpage/2024-08-21/1220923954.PDF,3-直接相关,是,第3页：于使用部分闲置募集资金暂时补充流动资金的议案》，公司拟使 用额度不超过 20 亿元人民币的部分闲置募集资金暂时补充流动资金，使用期限自公司 董事会审议通过之日起不超过 12 个月，募投项目需要或到期时将归还至募集资金专户。 截至2024 年 6 月 30 日，公司使用闲置募集资金暂时补充流动资金金额为 20 亿元。 （四）2024 年 1-6 月对闲置募集资金进行现金管理，投资相关产品情况 公司于2023 年4 月26 日召开了第四届董事会第九次会议及第四届监事会第八次会 议， 审议通过了 《关于使用2020 年非公开发行股票闲置募集资金进行现金管理的议案》 ， 在确保不影响募集资金投资项目建…,候选公告直接披露了查询假设所需的核心指标或里程碑，关系路径无需额外业务前提。,5,无,A,20260826T141039+08:00,A/B-agreed,final-gold-v3-20260826
177,G3-R-E044-H1,G3-E044,688981-H1,中芯国际,688981,芯片半导体,2025-11-14T00:00:00+08:00,成熟制程产能利用率与晶圆出货保持增长，国产替代需求是主要驱动,中芯国际关于2025年前三季度计提资产减值准备的公告,http://static.cninfo.com.cn/finalpage/2025-11-14/1224804088.PDF,1-弱相关,是,第1页：A股代码：688981 A股简称：中芯国际 公告编号：2025-031 港股代码：00981 港股简称：中芯国际 中芯国际集成电路制造有限公司 关于 2025 年前三季度计提资产减值准备的公告 本公司董事会及全体董事保证本公告内容不存在任何虚假记载、误导性陈 述或者重大遗漏，并对其内容的真实性、准确性和完整性依法承担法律责任。 一、本次计提减值准备的情况概述 中芯国际集成电路制造有限公司（以下简称“公司”）根据《企业会计准 则》以及公司会计政策的相关规定，为客观、公允地反映公司截至2025 年 9 月 30 日的合并财务状况及 2025 年前三季度的经营成果。基于谨慎性原则，公司 对合并范围内…,资产及信用减值可能与库存、客户或资产使用有关，但公告未将其归因于晶圆需求、出货或利用率，故仅存在弱关联路径。,4,无,ADJ-CODEX-FIN-01,2026-08-26T16:23:44+08:00,adjudicated,final-gold-v3-20260826
